,INFO_ITEM_TYPE,_id,Passage_id,passage,WELLBORE NAME,CREATOR BA NAME,year,Q,A1,A2,C
10,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,1,"Reason for testing: ..._s_aample for PVT Analysis. iFORMATION Cores  non Litholagy : sand Porosity  29 0/0 Permeability : very good Salinity of interstitial water ' 53 g/1 07a2 135F Presumed GOR  Static Reservoir Pressure  2900 PSI Head of mud  3350 PSIG TOOLS Tool : Mode of placement FIT or FTT comBo FTT Diameter of charges, kind of setting Type of pad Sampling chamber: 3/4. (10 IA or t/2 (21 I) 23/4 Choke: 4X0.020 Hydraulic circuit regulator GR Shaped Charge hard casing FORMATION :I.L9e.2: EocenQ N of test  Testing depth reference GRN 1952 absolute depth  3923 n, (with correction of deviataol) OVERALL RESULTS : significant ______ TEST Pressure scale Pad pressure.",25/2-2,Total E&P Norge AS,1994,What was the overall result of testing in wellbore 25/2-2?,significant.,The overall result of testing in wellbore 25/2-2 was significant.,1
11,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What is the wellbore name mentioned in the text?,25/2-2,The wellbore name mentioned in the text is 25/2-2,1
12,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What is the reading of the PSIG mentioned for wellbore 25/2-2?,0-5000-10000 PSIG,The reading of the PSIG mentioned for wellbore 25/2-2 is 0-5000-10000 PSIG,1
13,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What is the reading of PSI result for gas in wellbore 25/2-2?,10 000 PSI,The reading of PSI result for gas in wellbore 25/2-2 is 10 000 PSI,1
14,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What is being transferred in wellbore 25/2-2?,GAS,"In wellbore 25/2-2, gas is being transferred",1
15,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What is associated with 'Rw R Rnif' in wellbore 25/2-2?,OIL,"In wellbore 25/2-2, 'Rw R Rnif' is associated with oil",1
16,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What is the initial shut in pressure in wellbore 25/2-2?,Pressure flowing : Start  27sn_ End: 7775 PSI,The initial shut in pressure in wellbore 25/2-2 flows from start 27sn_ to end 7775 PSI,0.9
17,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What is the sampling chamber fill up ratio in wellbore 25/2-2?,100%,The sampling chamber fill up ratio in wellbore 25/2-2 is 100%,1
18,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,2,0-5000-10000 PSIG 10 000 PSI RESULTS GAS : transferred OIL : Rw R Rnif =_________ DRY: sand 'c / Hydrostatic pressure reading pressure __________ kg/cm Initial shut in Pressure flowing : Start  27sn_ End: 7775 PSI Sampling chamber fill up ratio : 100% psi.,25/2-2,Total E&P Norge AS,1994,What does the term 'DRY' pertain to in the context of wellbore 25/2-2?,sand 'c,"In the context of wellbore 25/2-2, the term 'DRY' pertains to 'sand c'",0.8
19,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,3,/c m2 duration: Flowing time  60 mn. kg/cm2 extrapolated kg/cm2 durati on. 14 mn Sampling chamber pressure reading at surface 2200 PSI Permeability based on pressure from build up pressure curve Observations. FIT with two ameradar Flowing pressure stabilised same pressure for static pressure. pressure: 3383 PSI.,25/2-2,Total E&P Norge AS,1994,What is the wellbore name?,25/2-2,The wellbore is named 25/2-2.,1
20,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,3,/c m2 duration: Flowing time  60 mn. kg/cm2 extrapolated kg/cm2 durati on. 14 mn Sampling chamber pressure reading at surface 2200 PSI Permeability based on pressure from build up pressure curve Observations. FIT with two ameradar Flowing pressure stabilised same pressure for static pressure. pressure: 3383 PSI.,25/2-2,Total E&P Norge AS,1994,What is the flowing time duration for wellbore 25/2-2?,60 mn,The flowing time duration for wellbore 25/2-2 is 60 mn.,1
21,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,3,/c m2 duration: Flowing time  60 mn. kg/cm2 extrapolated kg/cm2 durati on. 14 mn Sampling chamber pressure reading at surface 2200 PSI Permeability based on pressure from build up pressure curve Observations. FIT with two ameradar Flowing pressure stabilised same pressure for static pressure. pressure: 3383 PSI.,25/2-2,Total E&P Norge AS,1994,What was the chamber pressure reading at surface for wellbore 25/2-2?,2200 PSI,The chamber pressure reading at surface for wellbore 25/2-2 was 2200 PSI.,1
22,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,3,/c m2 duration: Flowing time  60 mn. kg/cm2 extrapolated kg/cm2 durati on. 14 mn Sampling chamber pressure reading at surface 2200 PSI Permeability based on pressure from build up pressure curve Observations. FIT with two ameradar Flowing pressure stabilised same pressure for static pressure. pressure: 3383 PSI.,25/2-2,Total E&P Norge AS,1994,What is the pressure at wellbore 25/2-2 based on the build up pressure curve observations?,pressure: 3383 PSI,"Based on the build up pressure curve observations, the pressure at wellbore 25/2-2 is 3383 PSI.",1
23,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,3,/c m2 duration: Flowing time  60 mn. kg/cm2 extrapolated kg/cm2 durati on. 14 mn Sampling chamber pressure reading at surface 2200 PSI Permeability based on pressure from build up pressure curve Observations. FIT with two ameradar Flowing pressure stabilised same pressure for static pressure. pressure: 3383 PSI.,25/2-2,Total E&P Norge AS,1994,How was the flowing pressure stabilised in wellbore 25/2-2?,same pressure for static pressure,"In wellbore 25/2-2, flowing pressure was stabilised at the same pressure for static pressure.",1
24,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,3,/c m2 duration: Flowing time  60 mn. kg/cm2 extrapolated kg/cm2 durati on. 14 mn Sampling chamber pressure reading at surface 2200 PSI Permeability based on pressure from build up pressure curve Observations. FIT with two ameradar Flowing pressure stabilised same pressure for static pressure. pressure: 3383 PSI.,25/2-2,Total E&P Norge AS,1994,What was the duration of 'on' according to the data for wellbore 25/2-2?,14 mn,The duration of 'on' according to the data for wellbore 25/2-2 is 14 mn.,1
25,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,4,Gisements ELF. NORGE..PL. N D 157 DATE: 7/07/7/1 Start R.I.H. 23 Total n 1_______ Ended PO.O.H.  30 of R.I.H. TOULOUSE OPERATOR : Company Witness' * Density : Viscosity  1-40 CF Free water : Salinity : 37 g/1__________,25/2-2,Total E&P Norge AS,1994,,,,
26,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the hole diameter of the wellbore 25/2-2?,8111,The hole diameter of wellbore 25/2-2 is 8111.,0.65
27,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the source of the 25/2-2 wellbore?,Source of il trate Press_______ .Liner,The source of the 25/2-2 wellbore is described as 'Source of il trate Press_______ .Liner'.,0.55
28,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the reason for testing the wellbore 25/2-2?,Oil sample for PVT Analysis,The wellbore 25/2-2 is tested for obtaining an 'Oil sample for PVT Analysis'.,1
29,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the porosity in the wellbore 25/2-2?,26%,The porosity in the wellbore 25/2-2 is 26%.,1
30,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the permeability status of wellbore 25/2-2?,Very goori,The permeability status of wellbore 25/2-2 is mentioned as 'Very goori'.,0.6
31,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the salinity of interstitial water in wellbore 25/2-2?,53 g/1,The salinity of the interstitial water in wellbore 25/2-2 is 53 g/1.,0.85
32,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the lithology of the wellbore 25/2-2?,Sand,The lithology of wellbore 25/2-2 is Sand.,1
33,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,5,Source of il trate Press_______ .Liner : Hole diameter : 8111 Cake - Late wiper Reservoir: PrigE Member . trip ? Reason for testing: Oil sample for PVT Analysis - Cores NO Lit hology : Sand Granulometry : Porosity  26% Permeability : Very goori Salinity of interstitial water  53 g/1 =0 072C11.3.5i,25/2-2,Total E&P Norge AS,1994,What is the Granulometry of the wellbore 25/2-2?,Porosity  26%,The granulometry of the wellbore 25/2-2 indicates a porosity of 26%.,0.5
34,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,6,"Presumed G.0 : Static Reservoir Pressure : 2 900 PSI Head of mud  2350 PST WELL : 25/2-2 FORMATION:____ Lower Eocene Tool : FIT or FIT COMBO FIT Mode of placement : OR Diameter of char ges, shaped ChPrg-' Hard Casing Choke: 4x 0,020 Hydraulic circuit regulat or reference OR-N 196820 absolute depth  - ( with correction of doviati Significant Pad pressure Hydrostatic pressure reading Pressure flowing : Start  Sampling chamber fill up .ratio : n - 00 9900 PST kg/cm2 3000 . Initi al shut in pressure End: 3100 PSI 00  OIL : Tmansforred Rw = c R = ec Rmf = DRY: Sand 'Flowing ti me : B.H.P., reading extrapolated Sampling chamber pressure reading at surface  2470 PSI Permeability based on pressure calculations _________________________ from build up pressure curve 30 mn duration an_nin Observations: NO AMERADA .Gisements",25/2-2,Total E&P Norge AS,1994,What is the Static Reservoir Pressure of wellbore 25/2-2?,2 900 PSI,The Static Reservoir Pressure of wellbore 25/2-2 is 2 900 PSI.,1
35,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,6,"Presumed G.0 : Static Reservoir Pressure : 2 900 PSI Head of mud  2350 PST WELL : 25/2-2 FORMATION:____ Lower Eocene Tool : FIT or FIT COMBO FIT Mode of placement : OR Diameter of char ges, shaped ChPrg-' Hard Casing Choke: 4x 0,020 Hydraulic circuit regulat or reference OR-N 196820 absolute depth  - ( with correction of doviati Significant Pad pressure Hydrostatic pressure reading Pressure flowing : Start  Sampling chamber fill up .ratio : n - 00 9900 PST kg/cm2 3000 . Initi al shut in pressure End: 3100 PSI 00  OIL : Tmansforred Rw = c R = ec Rmf = DRY: Sand 'Flowing ti me : B.H.P., reading extrapolated Sampling chamber pressure reading at surface  2470 PSI Permeability based on pressure calculations _________________________ from build up pressure curve 30 mn duration an_nin Observations: NO AMERADA .Gisements",25/2-2,Total E&P Norge AS,1994,What is the name of the tool used in wellbore 25/2-2?,FIT or FIT COMBO FIT,"In wellbore 25/2-2, the tool used is FIT or FIT COMBO FIT.",1
36,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,6,"Presumed G.0 : Static Reservoir Pressure : 2 900 PSI Head of mud  2350 PST WELL : 25/2-2 FORMATION:____ Lower Eocene Tool : FIT or FIT COMBO FIT Mode of placement : OR Diameter of char ges, shaped ChPrg-' Hard Casing Choke: 4x 0,020 Hydraulic circuit regulat or reference OR-N 196820 absolute depth  - ( with correction of doviati Significant Pad pressure Hydrostatic pressure reading Pressure flowing : Start  Sampling chamber fill up .ratio : n - 00 9900 PST kg/cm2 3000 . Initi al shut in pressure End: 3100 PSI 00  OIL : Tmansforred Rw = c R = ec Rmf = DRY: Sand 'Flowing ti me : B.H.P., reading extrapolated Sampling chamber pressure reading at surface  2470 PSI Permeability based on pressure calculations _________________________ from build up pressure curve 30 mn duration an_nin Observations: NO AMERADA .Gisements",25/2-2,Total E&P Norge AS,1994,What is the mode of placement used in wellbore 25/2-2?,OR,The mode of placement used in wellbore 25/2-2 is OR.,1
37,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,6,"Presumed G.0 : Static Reservoir Pressure : 2 900 PSI Head of mud  2350 PST WELL : 25/2-2 FORMATION:____ Lower Eocene Tool : FIT or FIT COMBO FIT Mode of placement : OR Diameter of char ges, shaped ChPrg-' Hard Casing Choke: 4x 0,020 Hydraulic circuit regulat or reference OR-N 196820 absolute depth  - ( with correction of doviati Significant Pad pressure Hydrostatic pressure reading Pressure flowing : Start  Sampling chamber fill up .ratio : n - 00 9900 PST kg/cm2 3000 . Initi al shut in pressure End: 3100 PSI 00  OIL : Tmansforred Rw = c R = ec Rmf = DRY: Sand 'Flowing ti me : B.H.P., reading extrapolated Sampling chamber pressure reading at surface  2470 PSI Permeability based on pressure calculations _________________________ from build up pressure curve 30 mn duration an_nin Observations: NO AMERADA .Gisements",25/2-2,Total E&P Norge AS,1994,What is the choke used in wellbore 25/2-2?,"4x 0,020","The choke used in wellbore 25/2-2 is 4x 0,020.",1
38,DISCOVERY_EVALUATION_REPORT,59d3b7de417e13085ff1dbee2ce826ff2fe23165,6,"Presumed G.0 : Static Reservoir Pressure : 2 900 PSI Head of mud  2350 PST WELL : 25/2-2 FORMATION:____ Lower Eocene Tool : FIT or FIT COMBO FIT Mode of placement : OR Diameter of char ges, shaped ChPrg-' Hard Casing Choke: 4x 0,020 Hydraulic circuit regulat or reference OR-N 196820 absolute depth  - ( with correction of doviati Significant Pad pressure Hydrostatic pressure reading Pressure flowing : Start  Sampling chamber fill up .ratio : n - 00 9900 PST kg/cm2 3000 . Initi al shut in pressure End: 3100 PSI 00  OIL : Tmansforred Rw = c R = ec Rmf = DRY: Sand 'Flowing ti me : B.H.P., reading extrapolated Sampling chamber pressure reading at surface  2470 PSI Permeability based on pressure calculations _________________________ from build up pressure curve 30 mn duration an_nin Observations: NO AMERADA .Gisements",25/2-2,Total E&P Norge AS,1994,What is the Hydraulic circuit regulator reference in wellbore 25/2-2?,OR-N 196820,The Hydraulic circuit regulator reference in wellbore 25/2-2 is OR-N 196820.,1
